Altitude,Speed,Radar_Cross_Section,Acoustic_Signature,Thermal_Signature,RF_Signal_Strength,Target_Type
499.16,40.85,2.56,100.69,89.7,89.0,Drone Swarm
46.23,10.04,0.03,11.54,37.96,0.0,Bird
153.14,21.76,0.02,24.3,41.0,0.0,Bird
354.7,30.2,0.39,44.5,55.35,42.37,Single Drone
468.14,19.49,2.72,78.42,96.78,111.13,Drone Swarm
883.26,17.99,0.23,68.75,58.76,57.16,Single Drone
901.01,28.67,1.66,80.31,94.0,71.01,Drone Swarm
673.89,29.29,2.61,75.05,96.04,96.37,Drone Swarm
254.83,11.9,2.56,93.8,81.52,93.67,Drone Swarm
228.89,13.57,0.19,55.76,49.3,31.41,Single Drone
187.25,13.3,1.62,105.65,90.55,85.54,Drone Swarm
871.15,41.9,0.45,57.73,54.01,51.49,Single Drone
34.14,21.01,0.01,29.36,38.98,0.0,Bird
34.33,13.56,0.02,12.52,40.36,0.0,Bird
510.97,32.51,0.12,69.28,63.86,34.99,Single Drone
976.16,12.33,0.26,46.84,56.66,44.04,Single Drone
869.54,16.79,3.76,87.74,88.67,76.19,Drone Swarm
984.17,47.9,0.14,43.51,50.71,32.94,Single Drone
902.19,37.16,3.02,91.8,75.9,74.84,Drone Swarm
114.41,24.3,0.05,22.39,38.97,0.0,Bird
156.11,13.27,0.04,14.65,39.78,0.0,Bird
464.43,43.93,0.3,64.04,56.51,41.0,Single Drone
732.16,31.29,0.23,40.38,58.86,23.43,Single Drone
566.36,23.15,2.04,76.15,89.88,81.95,Drone Swarm
597.72,16.28,0.25,49.28,60.54,53.62,Single Drone
32.77,6.62,0.03,28.65,40.31,0.0,Bird
440.4,34.76,0.38,57.53,49.9,55.6,Single Drone
393.16,42.44,0.44,49.06,60.83,40.25,Single Drone
160.03,15.14,0.01,22.47,41.78,0.0,Bird
403.27,28.87,2.41,82.6,77.34,80.78,Drone Swarm
839.57,25.68,2.34,77.25,84.63,82.67,Drone Swarm
949.45,10.86,1.96,104.92,85.96,118.36,Drone Swarm
783.54,30.15,0.18,58.55,60.83,44.06,Single Drone
35.46,17.22,0.03,15.47,40.32,0.0,Bird
726.77,25.87,5.28,77.58,89.25,113.16,Drone Swarm
263.9,48.02,0.27,42.74,45.11,20.4,Single Drone
257.36,18.6,2.92,105.54,79.62,89.75,Drone Swarm
107.66,16.73,0.03,16.28,39.5,0.0,Bird
135.15,13.77,0.03,28.16,39.07,0.0,Bird
145.52,17.99,0.05,29.15,38.71,0.0,Bird
876.28,33.74,4.2,91.39,93.94,107.34,Drone Swarm
169.8,20.97,2.86,92.08,72.8,78.05,Drone Swarm
454.23,12.11,0.29,64.48,50.42,40.76,Single Drone
393.04,17.33,4.11,89.89,93.98,104.53,Drone Swarm
724.19,32.75,0.3,65.42,59.65,24.32,Single Drone
586.36,25.16,0.36,49.69,59.31,26.63,Single Drone
852.62,47.36,0.35,48.85,55.24,51.94,Single Drone
789.09,42.08,0.42,58.86,45.0,36.58,Single Drone
708.71,14.68,0.11,59.5,62.61,22.0,Single Drone
120.44,7.7,0.02,23.36,39.54,0.0,Bird
889.2,33.29,3.98,105.98,92.98,99.61,Drone Swarm
81.18,24.75,0.03,16.28,41.13,0.0,Bird
616.53,20.71,0.17,56.09,52.53,28.58,Single Drone
948.99,15.46,3.93,80.26,81.85,88.0,Drone Swarm
646.01,11.72,5.71,106.41,99.37,105.77,Drone Swarm
511.53,29.37,4.03,80.97,87.46,91.98,Drone Swarm
125.73,47.33,0.35,68.91,51.46,45.96,Single Drone
978.57,22.51,0.17,55.2,57.91,33.95,Single Drone
644.75,29.79,0.17,51.94,51.68,56.21,Single Drone
609.25,42.16,5.83,89.62,97.05,99.62,Drone Swarm
926.02,15.14,2.29,86.73,72.06,80.32,Drone Swarm
55.87,21.45,0.31,63.55,54.22,54.35,Single Drone
943.3,38.15,5.35,105.45,84.96,71.54,Drone Swarm
182.21,16.41,0.02,17.46,41.02,0.0,Bird
87.79,12.37,0.05,29.57,37.98,0.0,Bird
318.63,12.9,0.48,41.98,56.41,29.37,Single Drone
498.05,33.63,0.27,55.62,59.39,56.89,Single Drone
745.61,25.71,0.18,52.54,53.56,21.55,Single Drone
28.56,19.5,0.02,29.61,40.97,0.0,Bird
15.92,10.97,0.03,15.43,38.26,0.0,Bird
57.93,35.12,4.06,105.08,81.13,112.8,Drone Swarm
24.28,14.66,0.04,14.52,41.2,0.0,Bird
133.98,41.99,0.14,65.24,60.79,23.54,Single Drone
949.8,25.99,0.23,55.59,56.41,40.95,Single Drone
516.47,40.48,0.13,62.82,55.55,36.73,Single Drone
487.34,18.3,0.18,57.63,61.93,24.36,Single Drone
93.63,11.31,0.02,20.37,39.89,0.0,Bird
841.12,12.75,3.61,86.52,82.47,71.31,Drone Swarm
122.27,10.74,0.02,18.19,37.48,0.0,Bird
435.36,48.74,0.4,49.52,60.76,22.89,Single Drone
165.15,8.89,0.03,25.02,38.74,0.0,Bird
346.07,28.16,0.18,65.42,55.2,51.07,Single Drone
135.38,14.79,2.08,97.54,84.88,73.99,Drone Swarm
368.64,10.15,0.3,57.36,58.6,28.64,Single Drone
30.36,23.54,0.04,11.88,37.69,0.0,Bird
432.82,17.14,4.39,96.52,94.62,87.93,Drone Swarm
321.13,34.61,0.15,53.31,45.59,44.37,Single Drone
317.73,15.71,0.39,69.08,55.24,40.89,Single Drone
263.16,34.02,0.27,55.45,45.24,51.54,Single Drone
59.07,15.93,0.04,19.85,40.23,0.0,Bird
89.72,18.17,0.04,12.81,37.43,0.0,Bird
360.4,29.78,0.28,48.26,51.43,39.01,Single Drone
167.74,21.0,0.04,23.55,40.05,0.0,Bird
530.74,12.87,0.11,41.35,55.08,22.15,Single Drone
141.85,5.77,0.01,17.99,37.34,0.0,Bird
148.36,5.58,0.04,15.85,39.83,0.0,Bird
121.51,13.44,0.12,55.41,47.15,36.38,Single Drone
988.61,15.15,0.23,60.03,45.06,51.01,Single Drone
494.48,15.89,1.54,99.34,75.33,74.97,Drone Swarm
61.56,24.68,0.03,11.84,38.05,0.0,Bird
123.12,17.92,0.02,11.37,37.54,0.0,Bird
858.72,26.22,2.41,84.8,80.27,92.07,Drone Swarm
167.74,15.86,2.81,78.25,95.63,70.38,Drone Swarm
683.35,16.43,0.16,61.15,50.14,42.33,Single Drone
100.67,32.95,5.67,101.81,82.23,86.91,Drone Swarm
309.43,44.36,4.86,90.11,90.07,91.96,Drone Swarm
244.56,25.88,1.7,87.99,71.07,103.98,Drone Swarm
575.17,47.97,0.25,53.07,62.73,57.45,Single Drone
180.02,20.98,0.05,15.75,39.78,0.0,Bird
118.31,6.28,0.02,17.84,38.77,0.0,Bird
40.9,12.98,0.01,22.45,38.43,0.0,Bird
129.26,5.24,0.02,16.28,40.38,0.0,Bird
560.7,40.85,0.39,59.31,64.01,38.32,Single Drone
308.82,17.56,3.42,90.44,90.37,116.97,Drone Swarm
163.65,32.92,2.05,94.41,92.44,86.12,Drone Swarm
779.38,39.09,0.2,67.7,59.41,41.77,Single Drone
341.96,40.37,3.74,76.79,91.52,103.06,Drone Swarm
158.07,34.75,4.21,87.54,92.57,101.45,Drone Swarm
870.26,32.6,0.27,42.71,55.98,55.73,Single Drone
326.33,49.26,0.18,59.71,50.93,38.84,Single Drone
176.73,17.62,3.88,85.92,96.95,94.07,Drone Swarm
969.91,19.28,0.25,48.68,62.19,31.49,Single Drone
170.83,20.7,0.02,28.05,39.02,0.0,Bird
404.79,34.37,5.85,107.91,87.06,111.41,Drone Swarm
982.31,27.05,0.44,63.04,57.5,34.9,Single Drone
490.67,42.25,2.31,80.88,93.67,82.19,Drone Swarm
529.67,28.31,0.11,59.82,47.76,44.49,Single Drone
407.99,29.64,3.06,108.24,75.42,74.37,Drone Swarm
707.06,47.05,0.19,56.71,52.26,58.12,Single Drone
599.61,17.73,0.18,64.76,63.85,29.69,Single Drone
467.34,36.6,2.43,76.1,87.91,81.7,Drone Swarm
829.81,10.51,0.14,65.37,50.04,24.72,Single Drone
692.98,44.28,0.13,66.67,54.61,58.9,Single Drone
808.83,40.69,1.69,95.1,88.27,107.52,Drone Swarm
553.58,26.31,4.6,78.48,91.28,105.74,Drone Swarm
826.62,18.82,3.26,107.18,83.36,85.03,Drone Swarm
519.65,19.33,0.31,64.24,45.48,58.17,Single Drone
945.63,12.88,4.72,75.31,80.47,115.15,Drone Swarm
495.13,24.89,0.38,54.43,52.37,35.67,Single Drone
83.97,12.68,0.05,21.67,40.74,0.0,Bird
697.11,11.36,4.28,77.69,77.95,92.45,Drone Swarm
822.21,23.87,0.41,41.07,50.25,55.28,Single Drone
152.67,17.34,0.04,14.98,37.85,0.0,Bird
130.35,24.76,0.03,18.14,40.46,0.0,Bird
176.04,11.56,0.02,13.26,41.03,0.0,Bird
22.04,13.79,0.04,28.94,39.08,0.0,Bird
154.69,15.31,0.04,29.81,39.73,0.0,Bird
166.29,16.35,0.02,17.79,39.83,0.0,Bird
17.01,22.57,0.04,17.37,40.25,0.0,Bird
63.19,9.38,0.02,21.67,39.41,0.0,Bird
327.68,24.93,5.86,103.59,87.49,72.32,Drone Swarm
985.42,29.56,0.12,50.9,61.41,25.02,Single Drone
252.87,27.21,0.21,60.84,47.93,53.4,Single Drone
149.08,22.46,0.05,15.01,40.8,0.0,Bird
37.94,5.47,0.05,13.9,39.05,0.0,Bird
998.81,10.27,3.27,98.96,99.49,70.3,Drone Swarm
28.59,5.61,0.03,23.08,38.08,0.0,Bird
722.74,13.12,2.87,86.45,87.89,110.69,Drone Swarm
226.32,35.12,2.33,108.02,70.94,92.66,Drone Swarm
14.27,6.86,0.05,10.52,38.29,0.0,Bird
150.75,6.45,0.04,11.38,39.21,0.0,Bird
170.53,13.91,0.02,25.22,38.91,0.0,Bird
911.53,39.92,5.79,87.27,72.51,75.52,Drone Swarm
351.06,20.72,0.25,64.11,54.74,56.46,Single Drone
163.92,22.2,0.03,10.2,41.77,0.0,Bird
64.84,5.52,0.04,29.23,39.53,0.0,Bird
641.46,21.31,5.53,80.7,85.35,116.87,Drone Swarm
12.94,20.22,0.04,24.04,39.06,0.0,Bird
203.59,11.94,2.28,83.37,91.46,88.65,Drone Swarm
24.02,21.16,0.02,29.22,39.09,0.0,Bird
877.27,37.97,2.5,102.12,83.09,99.42,Drone Swarm
687.13,15.24,2.23,95.28,80.97,107.25,Drone Swarm
681.13,13.35,3.07,92.54,88.76,95.13,Drone Swarm
66.82,34.32,5.24,94.05,83.14,115.33,Drone Swarm
741.7,18.76,2.76,95.3,81.76,94.92,Drone Swarm
709.64,20.23,5.04,86.64,79.59,118.61,Drone Swarm
555.55,13.26,2.66,109.67,96.77,117.71,Drone Swarm
688.5,15.39,2.13,75.54,80.0,79.89,Drone Swarm
65.95,20.93,0.01,20.65,38.89,0.0,Bird
118.95,6.14,0.01,17.21,40.21,0.0,Bird
78.05,14.67,0.03,13.1,41.06,0.0,Bird
932.93,47.5,0.17,46.22,61.2,55.55,Single Drone
93.44,12.36,0.05,25.08,38.87,0.0,Bird
93.4,6.6,0.03,24.45,38.39,0.0,Bird
597.0,11.55,0.38,49.98,57.69,42.77,Single Drone
85.46,9.08,0.04,18.57,38.2,0.0,Bird
539.01,40.25,0.28,58.26,59.92,29.29,Single Drone
169.36,32.07,0.15,63.57,51.37,59.75,Single Drone
503.98,38.46,1.66,92.73,74.33,73.11,Drone Swarm
44.85,23.5,0.03,16.68,38.3,0.0,Bird
189.28,40.11,0.48,48.24,55.25,26.86,Single Drone
44.43,7.43,0.04,26.69,37.27,0.0,Bird
232.65,49.53,0.18,57.15,63.49,27.5,Single Drone
890.45,28.83,4.47,99.29,90.34,74.8,Drone Swarm
156.47,21.05,0.02,26.11,38.21,0.0,Bird
444.85,44.24,0.31,67.74,56.98,56.41,Single Drone
493.9,34.28,0.26,66.34,56.86,39.16,Single Drone
972.83,16.72,5.62,93.33,72.62,107.51,Drone Swarm
297.05,23.36,0.48,67.44,47.31,37.42,Single Drone
944.81,15.27,5.26,98.52,76.48,82.25,Drone Swarm
113.67,17.63,0.03,15.28,39.62,0.0,Bird
59.72,20.47,4.91,81.98,86.52,107.98,Drone Swarm
185.69,17.65,0.01,16.2,40.41,0.0,Bird
104.14,6.61,0.05,28.61,37.77,0.0,Bird
62.62,47.88,0.36,47.57,54.01,46.42,Single Drone
244.56,37.68,0.43,51.33,61.74,29.08,Single Drone
916.6,23.13,0.39,45.1,48.61,43.89,Single Drone
81.75,44.35,0.33,49.77,56.6,50.87,Single Drone
928.41,14.55,0.15,58.87,54.36,29.98,Single Drone
115.49,6.36,0.04,17.08,39.89,0.0,Bird
152.17,19.61,0.02,13.5,41.29,0.0,Bird
830.2,19.91,0.46,69.79,63.07,25.6,Single Drone
825.82,31.08,0.29,48.64,49.0,22.59,Single Drone
177.01,14.65,0.41,42.07,47.28,35.52,Single Drone
318.21,25.96,3.51,104.03,98.25,113.66,Drone Swarm
432.62,13.94,2.45,79.7,96.47,116.35,Drone Swarm
175.98,11.66,0.02,17.35,38.24,0.0,Bird
722.24,41.96,0.15,60.64,58.96,37.7,Single Drone
788.84,31.52,0.43,53.1,63.52,36.96,Single Drone
181.49,8.35,0.01,11.9,39.59,0.0,Bird
78.59,20.03,0.02,19.85,37.34,0.0,Bird
42.62,18.53,0.04,16.14,39.45,0.0,Bird
13.46,8.62,0.04,21.91,38.93,0.0,Bird
216.05,18.41,0.17,58.46,57.1,32.99,Single Drone
956.55,27.68,3.93,80.11,88.11,84.68,Drone Swarm
75.68,7.08,0.03,21.59,38.56,0.0,Bird
436.02,26.64,0.45,61.97,51.56,20.23,Single Drone
36.56,15.19,0.01,11.24,41.58,0.0,Bird
75.81,5.84,0.04,19.33,40.46,0.0,Bird
960.07,15.27,0.31,41.8,52.96,20.56,Single Drone
63.2,14.74,0.03,17.75,37.05,0.0,Bird
286.31,25.5,3.58,79.17,86.18,102.28,Drone Swarm
108.57,22.02,0.01,24.86,40.64,0.0,Bird
460.13,36.66,5.06,107.42,74.09,110.18,Drone Swarm
16.97,6.93,0.03,25.85,40.23,0.0,Bird
18.74,24.5,0.01,27.81,38.9,0.0,Bird
198.2,9.72,0.02,16.46,37.93,0.0,Bird
114.53,35.19,3.81,83.35,72.03,90.76,Drone Swarm
967.96,47.75,0.27,63.11,59.35,26.7,Single Drone
302.8,10.15,0.18,42.4,45.37,39.46,Single Drone
906.32,42.76,2.52,82.13,88.66,103.35,Drone Swarm
154.44,8.04,0.04,10.21,39.09,0.0,Bird
926.47,44.66,0.37,69.19,49.23,23.99,Single Drone
245.84,14.27,2.35,93.68,70.01,117.78,Drone Swarm
204.39,19.07,0.22,67.6,57.92,40.04,Single Drone
807.14,11.1,3.35,104.23,78.73,72.64,Drone Swarm
997.79,22.94,0.37,66.92,46.45,58.33,Single Drone
847.17,40.61,5.19,96.34,78.0,114.97,Drone Swarm
392.06,39.96,0.15,62.21,50.26,54.39,Single Drone
556.67,10.99,1.85,83.54,83.7,110.41,Drone Swarm
620.75,46.93,0.26,69.21,55.8,48.18,Single Drone
81.23,5.96,0.02,24.1,38.98,0.0,Bird
373.91,19.61,0.39,45.12,61.66,24.71,Single Drone
387.06,24.67,0.22,66.93,50.33,30.42,Single Drone
635.48,10.28,0.12,56.94,50.03,23.23,Single Drone
883.87,24.91,5.84,90.11,86.35,96.7,Drone Swarm
218.45,12.25,3.44,81.52,76.83,98.12,Drone Swarm
295.2,44.18,0.34,67.48,50.76,48.52,Single Drone
349.76,15.07,0.2,64.04,47.71,48.12,Single Drone
682.65,16.29,0.42,64.54,45.67,54.8,Single Drone
100.09,6.44,0.01,21.94,38.92,0.0,Bird
55.08,9.42,0.02,12.35,41.1,0.0,Bird
846.9,39.14,0.28,68.51,62.2,40.45,Single Drone
985.35,25.17,0.37,55.42,47.45,24.26,Single Drone
753.03,37.75,1.71,88.8,83.96,113.63,Drone Swarm
995.07,38.6,5.09,77.49,83.05,114.13,Drone Swarm
112.75,25.36,0.39,52.09,59.78,36.37,Single Drone
269.42,13.6,2.56,103.22,99.82,95.05,Drone Swarm
187.03,37.77,0.14,50.11,56.08,37.58,Single Drone
255.42,32.69,2.08,105.69,80.92,111.79,Drone Swarm
122.34,10.91,0.03,17.18,41.55,0.0,Bird
369.51,23.36,0.3,50.0,55.1,50.09,Single Drone
349.05,37.08,3.16,92.04,72.5,71.46,Drone Swarm
107.16,14.61,0.05,26.72,40.01,0.0,Bird
227.81,13.17,4.77,101.55,74.68,97.13,Drone Swarm
116.33,23.75,0.03,17.1,40.18,0.0,Bird
130.92,24.38,0.03,24.97,39.13,0.0,Bird
98.61,13.2,0.43,49.28,59.72,21.05,Single Drone
861.55,18.81,4.93,80.48,73.41,114.37,Drone Swarm
13.15,24.62,0.01,15.2,41.94,0.0,Bird
153.55,20.16,0.05,10.18,37.25,0.0,Bird
57.09,48.31,0.1,65.83,63.67,24.33,Single Drone
598.49,18.47,0.3,52.73,57.21,47.16,Single Drone
216.46,10.21,2.78,101.92,79.59,84.07,Drone Swarm
626.13,14.57,4.0,101.83,83.02,81.31,Drone Swarm
988.79,36.23,1.69,82.82,84.15,112.05,Drone Swarm
881.01,41.71,0.36,44.93,62.69,51.81,Single Drone
741.9,29.04,1.94,83.57,97.57,90.89,Drone Swarm
436.14,48.15,0.15,53.52,54.69,39.41,Single Drone
576.09,33.38,4.78,78.4,71.0,86.94,Drone Swarm
428.62,33.09,5.25,86.36,91.18,70.07,Drone Swarm
194.01,22.07,5.01,86.74,87.27,119.09,Drone Swarm
283.18,34.62,0.48,44.73,55.64,50.01,Single Drone
109.23,9.0,0.01,11.33,38.48,0.0,Bird
99.6,20.62,0.02,24.12,38.28,0.0,Bird
11.05,5.84,0.02,16.26,39.97,0.0,Bird
800.58,27.87,0.34,40.16,52.74,28.94,Single Drone
301.27,14.17,5.38,85.66,72.4,86.87,Drone Swarm
291.01,18.7,3.1,77.17,76.58,108.16,Drone Swarm
155.54,12.94,5.64,106.14,76.13,91.37,Drone Swarm
142.19,7.4,0.05,21.45,39.36,0.0,Bird
457.95,13.56,5.28,83.75,77.21,119.03,Drone Swarm
568.16,32.18,0.13,67.29,46.57,49.94,Single Drone
882.78,12.68,3.85,86.32,94.82,114.2,Drone Swarm
150.9,30.34,0.34,49.58,57.48,45.88,Single Drone
969.42,10.12,2.73,92.61,86.67,100.39,Drone Swarm
198.54,34.15,0.14,64.31,55.03,29.86,Single Drone
587.15,35.03,0.45,64.08,62.11,25.6,Single Drone
73.72,10.54,5.52,91.56,99.66,71.08,Drone Swarm
501.53,32.61,2.98,78.09,78.56,99.85,Drone Swarm
93.27,43.52,3.95,107.6,70.84,113.78,Drone Swarm
460.62,27.19,2.91,77.82,95.82,76.55,Drone Swarm
135.47,12.72,2.97,89.78,88.25,106.73,Drone Swarm
180.15,14.49,0.03,26.13,40.42,0.0,Bird
111.36,14.76,0.05,16.84,40.89,0.0,Bird
343.47,31.63,0.37,59.35,59.84,36.14,Single Drone
687.74,12.54,3.77,94.67,70.32,77.04,Drone Swarm
201.68,28.95,0.13,64.72,58.45,50.86,Single Drone
91.23,8.73,0.04,12.04,37.41,0.0,Bird
338.06,30.35,0.31,52.95,59.33,47.76,Single Drone
436.54,19.13,2.28,85.64,96.93,70.88,Drone Swarm
105.52,5.22,0.02,11.11,41.97,0.0,Bird
187.53,18.23,0.04,18.62,37.39,0.0,Bird
71.05,22.57,2.36,77.28,77.52,98.22,Drone Swarm
919.1,42.27,0.38,49.66,59.36,22.65,Single Drone
999.37,39.4,4.69,90.79,95.69,114.32,Drone Swarm
149.1,20.01,0.38,49.72,53.82,37.11,Single Drone
71.93,19.72,5.67,97.87,96.11,107.88,Drone Swarm
537.05,43.59,4.04,104.09,72.03,72.23,Drone Swarm
19.78,22.01,0.03,25.75,40.64,0.0,Bird
626.58,31.46,5.11,84.0,80.47,117.34,Drone Swarm
812.17,36.49,4.11,95.6,96.71,107.88,Drone Swarm
172.91,11.51,0.21,63.42,47.98,51.59,Single Drone
480.18,47.34,0.5,48.96,47.0,41.28,Single Drone
106.45,12.97,0.01,25.5,38.72,0.0,Bird
20.4,17.49,0.01,26.41,41.44,0.0,Bird
208.51,48.46,0.47,50.68,48.72,27.08,Single Drone
473.24,32.29,0.14,69.27,63.25,25.22,Single Drone
283.04,44.65,1.79,97.28,95.44,109.58,Drone Swarm
501.47,16.04,5.05,98.69,81.28,101.92,Drone Swarm
729.56,33.26,0.21,59.66,52.97,38.96,Single Drone
908.38,19.45,4.01,88.68,86.91,87.31,Drone Swarm
341.79,26.4,2.0,79.0,70.65,107.67,Drone Swarm
19.85,13.65,0.05,23.57,37.37,0.0,Bird
475.68,40.75,0.36,51.21,59.41,24.01,Single Drone
952.77,35.76,3.13,98.73,81.86,98.26,Drone Swarm
102.61,5.06,0.04,18.0,40.69,0.0,Bird
472.48,27.44,0.29,43.91,63.98,51.24,Single Drone
673.73,36.46,0.31,42.03,52.05,46.49,Single Drone
179.61,9.05,0.01,19.68,37.81,0.0,Bird
31.13,5.61,0.03,28.83,41.33,0.0,Bird
990.68,34.99,5.32,90.17,90.21,104.19,Drone Swarm
71.95,41.86,4.27,91.65,89.62,101.72,Drone Swarm
735.0,44.8,0.38,47.9,51.78,47.93,Single Drone
45.44,15.15,0.02,12.11,37.47,0.0,Bird
41.21,11.13,0.04,13.01,37.6,0.0,Bird
319.23,27.86,5.8,85.37,76.42,103.55,Drone Swarm
369.03,24.47,0.49,54.3,50.3,59.06,Single Drone
47.94,22.24,0.04,28.89,38.98,0.0,Bird
731.76,29.76,2.74,109.46,83.15,71.22,Drone Swarm
245.59,22.82,0.13,46.83,49.99,53.78,Single Drone
829.48,29.4,0.16,55.08,52.79,44.59,Single Drone
34.49,13.09,0.04,25.25,37.65,0.0,Bird
686.89,12.54,5.31,108.05,85.35,119.37,Drone Swarm
36.0,6.38,0.02,17.89,38.64,0.0,Bird
890.98,32.46,0.5,47.08,49.64,50.51,Single Drone
330.08,32.85,0.5,67.84,60.61,27.37,Single Drone
774.1,33.74,0.41,69.39,47.91,56.88,Single Drone
190.29,7.41,0.05,12.03,41.96,0.0,Bird
445.35,22.66,0.11,43.69,55.67,43.84,Single Drone
772.53,22.56,3.74,86.65,88.26,94.59,Drone Swarm
276.38,45.59,0.14,52.7,50.96,51.07,Single Drone
104.08,20.81,0.03,29.41,38.45,0.0,Bird
679.72,22.14,0.19,41.73,55.35,33.56,Single Drone
658.09,25.18,5.82,96.96,86.55,102.28,Drone Swarm
383.87,31.13,3.2,102.26,93.52,100.09,Drone Swarm
814.86,12.43,0.16,48.25,64.14,29.86,Single Drone
721.76,10.4,2.55,83.58,99.94,70.86,Drone Swarm
731.68,11.58,0.2,57.83,46.84,28.59,Single Drone
141.18,15.8,0.01,29.4,38.88,0.0,Bird
144.6,31.59,0.37,69.13,55.42,44.96,Single Drone
122.56,11.38,0.02,23.43,40.69,0.0,Bird
197.46,6.88,0.03,20.55,41.15,0.0,Bird
176.72,17.41,4.76,89.98,92.96,119.15,Drone Swarm
175.95,33.59,5.59,89.22,73.95,72.28,Drone Swarm
45.74,6.46,0.03,27.66,40.98,0.0,Bird
446.31,43.45,0.39,58.41,60.5,54.94,Single Drone
59.99,27.71,0.27,47.77,54.9,52.83,Single Drone
742.56,15.34,4.3,91.2,70.32,89.51,Drone Swarm
297.81,11.11,0.49,59.89,56.56,30.17,Single Drone
461.2,25.29,0.12,41.21,59.96,30.34,Single Drone
63.35,22.29,0.05,14.39,37.28,0.0,Bird
171.91,17.03,0.01,12.74,37.1,0.0,Bird
122.88,6.21,0.04,14.59,41.31,0.0,Bird
901.23,27.78,3.24,106.29,84.03,111.33,Drone Swarm
716.04,32.16,0.12,63.91,63.56,54.42,Single Drone
698.96,35.5,0.37,56.17,54.63,42.69,Single Drone
188.28,7.84,0.05,16.87,38.73,0.0,Bird
176.67,22.73,0.04,19.42,37.6,0.0,Bird
216.25,25.93,4.02,99.41,77.2,117.05,Drone Swarm
281.43,21.5,0.16,58.29,51.9,37.06,Single Drone
18.59,14.6,0.04,11.51,41.45,0.0,Bird
180.09,11.95,0.04,13.04,38.56,0.0,Bird
838.09,18.4,0.26,44.59,53.16,38.82,Single Drone
767.57,36.69,5.21,103.42,75.76,118.77,Drone Swarm
44.56,7.57,0.03,21.35,39.52,0.0,Bird
898.64,41.12,0.46,46.45,55.1,59.92,Single Drone
968.62,39.71,0.49,50.0,50.32,59.02,Single Drone
796.49,32.72,4.86,105.98,79.27,86.79,Drone Swarm
932.5,27.15,2.32,105.77,82.85,77.28,Drone Swarm
274.65,17.74,0.35,61.97,53.14,54.21,Single Drone
119.54,6.54,0.01,18.36,41.06,0.0,Bird
458.36,25.92,4.84,78.06,80.25,113.91,Drone Swarm
501.35,13.45,0.42,63.93,51.15,20.8,Single Drone
90.07,19.91,0.03,26.88,41.63,0.0,Bird
507.21,17.62,5.5,84.97,92.33,97.31,Drone Swarm
375.88,17.8,0.34,40.79,46.6,37.22,Single Drone
887.14,24.39,3.14,77.21,95.34,91.52,Drone Swarm
918.12,44.94,3.08,88.59,71.79,115.58,Drone Swarm
843.76,19.43,2.27,99.17,89.21,114.44,Drone Swarm
826.66,25.8,2.33,97.58,77.55,103.61,Drone Swarm
928.1,39.55,5.79,96.94,74.76,71.77,Drone Swarm
602.64,14.34,0.41,59.35,64.23,56.98,Single Drone
767.72,30.1,2.22,95.51,79.67,99.99,Drone Swarm
71.25,17.82,0.01,24.78,40.93,0.0,Bird
830.07,33.74,3.64,101.89,82.88,84.5,Drone Swarm
955.46,44.25,0.48,64.04,54.7,56.37,Single Drone
180.92,14.63,0.04,14.25,37.27,0.0,Bird
156.78,32.37,0.41,64.09,47.91,58.12,Single Drone
925.99,37.08,5.99,86.51,97.81,99.18,Drone Swarm
88.26,23.86,2.3,77.73,74.3,116.11,Drone Swarm
174.55,5.36,0.03,26.34,40.13,0.0,Bird
128.43,6.79,0.01,27.66,38.17,0.0,Bird
998.68,31.12,2.62,102.62,73.29,77.28,Drone Swarm
893.05,31.04,0.42,52.55,48.29,56.33,Single Drone
569.68,44.73,3.19,88.67,94.29,91.63,Drone Swarm
114.89,13.97,0.02,29.31,37.83,0.0,Bird
380.65,12.39,0.25,53.63,48.34,58.92,Single Drone
748.47,45.85,0.18,42.73,55.62,53.91,Single Drone
709.56,15.28,1.56,94.97,73.21,73.11,Drone Swarm
778.27,17.84,0.45,62.27,49.45,32.78,Single Drone
182.57,19.17,0.02,22.6,37.59,0.0,Bird
232.9,38.4,5.96,95.29,84.38,71.61,Drone Swarm
161.49,20.74,0.03,23.17,38.69,0.0,Bird
57.07,14.96,0.01,23.42,41.07,0.0,Bird
21.04,18.85,0.03,28.12,38.81,0.0,Bird
167.65,19.15,0.04,17.86,38.82,0.0,Bird
73.36,17.3,0.04,26.11,38.89,0.0,Bird
78.18,7.61,0.05,14.93,39.15,0.0,Bird
82.14,7.98,0.02,16.5,39.73,0.0,Bird
52.48,22.42,0.03,26.75,41.75,0.0,Bird
31.56,11.84,0.02,15.78,40.36,0.0,Bird
27.16,8.22,0.03,11.12,40.04,0.0,Bird
485.45,17.48,0.39,52.79,58.43,37.29,Single Drone
116.1,17.36,0.05,23.5,39.89,0.0,Bird
96.57,9.75,0.02,11.69,38.31,0.0,Bird
99.73,28.5,1.55,102.66,75.57,118.73,Drone Swarm
778.03,45.04,0.21,51.22,55.23,35.9,Single Drone
634.32,30.97,0.31,48.12,52.0,31.25,Single Drone
212.46,39.95,2.17,104.8,84.21,85.14,Drone Swarm
871.82,25.05,0.47,49.16,55.56,21.43,Single Drone
585.3,21.7,2.79,91.39,76.92,105.31,Drone Swarm
192.41,43.12,0.4,61.61,61.6,49.47,Single Drone
256.71,10.84,0.13,46.21,47.09,50.38,Single Drone
